TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
2.60.40.380	-	0.99999999999423	-5.77022029417791e-12	5	0	0	479	5448
2.30.230.10	-	0.99999999999423	-5.77022029417791e-12	5	0	0	479	5448
2.60.120.590	-	0.99999999999423	-5.77022029417791e-12	5	0	0	479	5448
1.25.10.20	-	0.99999999999423	-5.77022029417791e-12	5	0	0	479	5448
2.60.40.420	-	0.99999999999423	-5.77022029417791e-12	5	0	0	479	5448
2.60.40.200	-	0.99999999999423	-5.77022029417791e-12	5	0	0	479	5448
3.40.350.10	-	0.99999999999423	-5.77022029417791e-12	5	0	0	479	5448
3.30.428.10	-	0.99999999999423	-5.77022029417791e-12	5	0	0	479	5448
3.40.50.800	-	0.99999999999423	-5.77022029417791e-12	5	0	0	479	5448
3.10.20.70	-	0.99999999999423	-5.77022029417791e-12	5	0	0	479	5448
1.20.1540.10	-	0.99999999999423	-5.77022029417791e-12	5	0	0	479	5448
3.30.70.1350	-	0.99999999999423	-5.77022029417791e-12	5	0	0	479	5448
4.10.800.10	-	0.99999999999423	-5.77022029417791e-12	5	0	0	479	5448
3.30.760.10	-	0.99999999999423	-5.77022029417791e-12	5	0	0	479	5448
3.30.1490.40	-	0.99999999999423	-5.77022029417791e-12	5	0	0	479	5448
3.90.280.10	-	0.99999999999423	-5.77022029417791e-12	5	0	0	479	5448
1.10.135.10	-	0.99999999999423	-5.77022029417791e-12	5	0	0	479	5448
3.30.450.260	-	0.999999999995723	-4.27711892861075e-12	7	0	0	479	5448
1.10.287.370	-	0.999999999995723	-4.27711892861075e-12	7	0	0	479	5448
3.40.630.20	-	0.999999999995723	-4.27711892861075e-12	7	0	0	479	5448
3.90.1520.10	-	0.999999999995723	-4.27711892861075e-12	7	0	0	479	5448
1.10.1040.10	-	0.999999999995723	-4.27711892861075e-12	7	0	0	479	5448
3.30.70.340	-	0.999999999995723	-4.27711892861075e-12	7	0	0	479	5448
1.10.12.10	-	0.999999999995723	-4.27711892861075e-12	7	0	0	479	5448
1.20.120.980	-	0.999999999996309	-3.69081982761845e-12	9	0	0	479	5448
3.30.497.10	-	0.999999999996309	-3.69081982761845e-12	9	0	0	479	5448
3.40.50.1110	-	0.999999999996309	-3.69081982761845e-12	9	0	0	479	5448
3.10.120.10	-	0.999999999996309	-3.69081982761845e-12	9	0	0	479	5448
1.10.3860.10	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
3.10.180.10	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
1.20.1530.20	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
3.30.720.50	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
3.40.980.10	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
3.60.110.10	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
3.30.390.30	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
3.90.1600.10	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
3.30.465.10	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
3.40.1280.10	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
1.10.132.60	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
3.20.20.60	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
3.30.429.10	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
1.10.3260.10	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
1.10.220.10	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
1.20.140.30	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
2.160.20.70	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
3.40.50.10470	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
3.90.740.10	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
3.40.50.360	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
3.30.1370.50	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
3.30.40.130	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
1.10.287.810	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
2.60.40.2240	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
1.10.150.240	-	0.999999999996353	-3.64671207591987e-12	4	0	0	479	5448
1.20.1080.10	-	0.999999999996858	-3.14248546368505e-12	11	0	0	479	5448
1.10.1450.10	-	0.999999999996858	-3.14248546368505e-12	11	0	0	479	5448
2.60.40.1260	-	0.999999999996858	-3.14248546368505e-12	11	0	0	479	5448
2.30.30.30	-	0.999999999996858	-3.14248546368505e-12	11	0	0	479	5448
3.40.1350.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.40.1280.30	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.25.40.280	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.80.30.20	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.40.5.90	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
2.40.180.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.40.225.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
4.10.75.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
2.40.290.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
2.30.130.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
2.20.25.660	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.20.180.20	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.30.70.60	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.30.70.660	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.10.10.1410	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.30.1360.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.10.290.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.20.58.760	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.30.1120.30	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.20.120.790	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
2.10.50.30	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.30.920.20	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.90.650.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.30.1330.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.30.1600.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.10.274.100	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.30.1050.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.90.228.20	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.10.132.30	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.30.420.80	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.20.1270.50	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.10.600.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.30.43.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.10.275.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.10.10.440	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.10.1580.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
2.40.50.770	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.30.750.24	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.10.720.40	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.10.472.100	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
4.10.93.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
2.60.40.2030	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.20.140.100	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.40.50.850	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
2.20.25.30	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.30.70.600	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.10.45.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.30.420.110	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
2.30.18.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.40.50.670	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.20.110.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.40.50.920	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.10.800.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.20.1730.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.10.2010.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.20.990.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.10.268.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.40.532.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
2.60.40.1400	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.25.40.530	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.30.300.20	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.30.1490.100	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.90.199.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.20.20.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
2.70.130.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
2.102.10.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.10.10.790	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
1.10.1520.10	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
3.40.50.790	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
2.140.10.30	-	0.999999999998782	-1.21815643509826e-12	3	0	0	479	5448
2.30.39.10	-	0.999999999998969	-1.03063323876544e-12	10	0	0	479	5448
3.30.559.70	-	0.999999999998969	-1.03063323876544e-12	10	0	0	479	5448
3.30.559.40	-	0.999999999998969	-1.03063323876544e-12	10	0	0	479	5448
1.20.1280.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.1010.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.58.120	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.70.640	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.70.380	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.90.190.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.40.30.30	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.70.2410	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.10.1760	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.70.220.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.1410.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.10.500	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.1200.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.70.960	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.109.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.1650.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.1790.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.58.400	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.25.40.250	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.960.50	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.3370.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.40.40.50	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.120.430	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.15.10.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.2180.30	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.10.450.580	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.10.440.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.1140.32	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.10.2150	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.1440.230	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.140.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.20.28.120	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.10.570	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.150.220	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.30.30.280	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.140.100	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.620.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.5.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.1390.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.50.50.80	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.20.28.40	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.50.10380	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.10.200	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.10.2030	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.970.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.20.28.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.5.820	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.10.140	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.150.190	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.58.1750	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.420.210	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.58.1600	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.1370.70	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.10.350	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.390.60	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.418.60	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.910.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.30.140.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.10.660.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.10.900	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
4.10.49.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.960.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.60.40.3180	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.1480.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.60.40.1470	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.1260.100	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.25.40.340	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.70.1220	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.3290.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.60.40.840	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.25.40.820	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.10.1590	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.50.10320	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.20.25.420	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.40.250.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.90.930.12	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.160.190	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.1610.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.3270.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.200.40	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.70.2570	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.20.70	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.1230.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.58.160	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.1740.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.5.120	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.1270.220	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.1000.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.50.12000	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.60.120.1030	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.50.40	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.920.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.10.1890	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.120.1130	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.50.7700	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.60.11.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.40.210	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.140.80	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.1450.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.70.40.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.10.20.620	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.30.30.210	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.70.70.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.1360.70	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.50.10300	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.60.120.1040	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.30.250.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.8.1120	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
4.10.95.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.860.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.238.110	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.60.40.690	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.520.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.50.10420	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.10.490	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.10.1340	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.1440.200	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.90.20.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.246.190	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.170.260.30	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.10.290.60	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.1060.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.30.180.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.442.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
4.10.950.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.10.1440	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.56.70	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.50.11540	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.120.900	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.55.10.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.287.440	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.150.410	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.70.98.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.572.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.30.30.790	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.10.196.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.65.10.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.1900.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.1240.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.120.1110	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.90.215.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.150.40	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.40.50.550	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.1090.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.50.12350	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.140.70	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.90.320.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.3630.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.200.60	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.70.1130	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.70.3250	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.140.140	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.40.50.360	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.2350.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.1190.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.20.20.120	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.10.390	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.10.1300	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.1670.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
4.10.680.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.40.10.190	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.1250.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.1360.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.70.50.30	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.1000.50	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.10.2660	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.90.1860.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.1490.50	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.20.28.70	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.1440.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.10.620.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.25.40.240	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.8.1290	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.50.1950	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.60.34.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.3580.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.70.2460	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.50.1760	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.10.260.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.25.40.550	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
4.10.530.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.90.80.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.479.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.15.30	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.30.30.390	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.40.128.180	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.30.22.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.30.29.70	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.430.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.470.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.60.21.40	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.10.1050	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.1800.40	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.150.250	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.10.450.320	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.90.770.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.1280.190	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.70.420	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.10.287.40	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.30.110.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.60.40.2130	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.30.1320.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.20.20.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
3.40.1340.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
2.30.42.20	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
1.20.1230.10	-	0.999999999999619	-3.80973030900122e-13	1	0	0	479	5448
