TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
3.40.1380.20	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
1.10.460.10	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
4.10.1170.10	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
3.90.850.10	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
2.130.10.130	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
3.20.90.10	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
2.40.33.10	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
3.30.810.10	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
1.20.5.210	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
3.30.450.40	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
2.170.150.10	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
3.30.70.141	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
3.30.300.130	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
1.20.960.10	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
2.60.120.470	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
2.70.50.40	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
3.90.470.10	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
3.20.20.105	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
2.40.10.230	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
1.10.287.990	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
1.10.720.150	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
2.120.10.100	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
1.10.10.1540	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
1.10.645.20	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
1.20.120.140	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
2.40.500.20	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
3.10.20.500	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
3.40.50.10540	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
2.40.160.10	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
3.40.50.11610	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
1.10.1620.20	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
2.170.120.12	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
3.40.1490.10	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
2.60.40.1970	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
3.90.1180.10	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
3.10.129.110	-	0.999999999987535	-1.24654566183158e-11	2	0	0	313	5448
2.60.40.2240	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
1.10.3860.10	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
3.30.465.10	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
1.20.120.310	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
3.30.2280.10	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
3.90.1600.10	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
1.10.3260.10	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
2.160.20.10	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
3.30.390.30	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
3.20.20.60	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
1.10.220.10	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
1.10.287.810	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
3.40.980.10	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
3.30.40.130	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
3.30.429.10	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
3.30.720.50	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
3.40.50.360	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
3.40.50.10470	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
3.90.740.10	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
1.10.150.240	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
3.60.110.10	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
1.10.132.60	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
3.30.1370.50	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
1.20.1530.20	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
1.25.40.70	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
1.10.1540.10	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
1.10.287.660	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
3.10.180.10	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
2.160.20.70	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
3.40.1280.10	-	0.999999999987801	-1.21988338704695e-11	4	0	0	313	5448
3.10.350.10	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
4.10.800.10	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
3.30.1360.120	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
2.60.40.380	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
3.30.70.1350	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
2.60.40.200	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
3.30.760.10	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
1.10.1000.11	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
3.40.50.11660	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
3.30.428.10	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
3.30.1490.40	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
2.30.230.10	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
1.10.150.60	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
1.25.10.20	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
2.60.120.590	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
3.90.810.10	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
1.20.1540.10	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
3.10.20.380	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
3.40.50.200	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
3.10.390.10	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
3.30.310.10	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
3.40.50.800	-	0.999999999990789	-9.21097704896206e-12	5	0	0	313	5448
1.10.560.10	-	0.999999999992815	-7.18475111431165e-12	9	0	0	313	5448
3.10.120.10	-	0.999999999992815	-7.18475111431165e-12	9	0	0	313	5448
1.20.1270.10	-	0.999999999992815	-7.18475111431165e-12	9	0	0	313	5448
1.20.120.980	-	0.999999999992815	-7.18475111431165e-12	9	0	0	313	5448
1.10.1070.11	-	0.999999999992815	-7.18475111431165e-12	9	0	0	313	5448
3.40.50.1110	-	0.999999999992815	-7.18475111431165e-12	9	0	0	313	5448
3.60.40.10	-	0.999999999992815	-7.18475111431165e-12	9	0	0	313	5448
2.40.180.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.30.43.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.30.1600.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.40.5.90	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
2.60.120.310	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.90.700.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.10.1520.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
2.60.40.1660	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
4.10.93.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.10.230.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.10.1060.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.10.600.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.40.50.670	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
2.40.50.150	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.30.1050.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.30.1330.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.40.50.920	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.20.142.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.30.420.110	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.10.274.100	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.20.180.20	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
2.40.20.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.10.472.100	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.10.132.30	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.90.110.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
4.10.1110.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.30.420.80	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.30.70.60	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
2.20.25.660	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.40.1350.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.90.650.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.10.45.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.10.760.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
2.40.270.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.30.1490.100	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.40.1280.30	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.40.50.790	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.10.275.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.30.300.20	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
2.30.18.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
2.102.10.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.20.1730.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
4.10.75.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.30.70.660	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.40.225.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.30.1120.30	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.40.366.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
2.140.10.30	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.20.190.20	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.80.30.20	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.10.10.790	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
2.20.140.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
2.60.40.1400	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.10.268.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.10.580.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.40.50.850	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
2.60.40.2030	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.10.10.1410	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.20.990.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
2.10.50.30	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.20.1050.80	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.30.1360.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
2.60.120.230	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
2.20.25.30	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
4.10.320.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.10.290.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.30.70.850	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
2.40.290.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.90.228.20	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.20.140.100	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.40.532.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.40.50.11210	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.30.800.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.25.40.530	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.10.246.90	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.20.120.790	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.10.245.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.10.1580.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.10.800.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
2.30.130.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.30.70.890	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.10.2010.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.40.930.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.40.50.1580	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.90.199.10	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
2.30.30.1020	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.30.1140.40	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.25.40.280	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
3.30.920.20	-	0.999999999994044	-5.95600142556246e-12	3	0	0	313	5448
1.20.5.350	-	0.99999999999521	-4.78961590818095e-12	8	0	0	313	5448
2.60.200.10	-	0.99999999999521	-4.78961590818095e-12	8	0	0	313	5448
3.10.20.30	-	0.99999999999521	-4.78961590818095e-12	8	0	0	313	5448
3.40.800.20	-	0.99999999999521	-4.78961590818095e-12	8	0	0	313	5448
3.30.1330.30	-	0.99999999999521	-4.78961590818095e-12	8	0	0	313	5448
3.40.50.80	-	0.99999999999521	-4.78961590818095e-12	8	0	0	313	5448
1.10.246.20	-	0.99999999999521	-4.78961590818095e-12	8	0	0	313	5448
1.10.720.30	-	0.99999999999521	-4.78961590818095e-12	8	0	0	313	5448
4.10.1040.10	-	0.999999999995402	-4.59783334565695e-12	11	0	0	313	5448
2.60.40.1260	-	0.999999999995402	-4.59783334565695e-12	11	0	0	313	5448
2.30.30.30	-	0.999999999995402	-4.59783334565695e-12	11	0	0	313	5448
1.10.1450.10	-	0.999999999995402	-4.59783334565695e-12	11	0	0	313	5448
2.110.10.10	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
4.10.1240.10	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
3.40.50.261	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
3.30.900.10	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
3.30.740.10	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
3.40.50.1910	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
4.10.70.10	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
3.10.129.90	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
1.10.196.10	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
3.40.1190.20	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
1.10.3430.10	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
3.10.20.230	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
3.30.559.10	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
1.10.1280.10	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
1.20.90.10	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
1.10.2000.10	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
3.10.200.10	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
1.10.1200.10	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
3.30.230.70	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
1.10.1300.10	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
3.90.520.10	-	0.999999999995658	-4.34162304807845e-12	6	0	0	313	5448
1.20.1020.10	-	0.999999999996072	-3.92790356166286e-12	7	0	0	313	5448
3.30.260.10	-	0.999999999996072	-3.92790356166286e-12	7	0	0	313	5448
1.20.58.2220	-	0.999999999996072	-3.92790356166286e-12	7	0	0	313	5448
1.10.287.370	-	0.999999999996072	-3.92790356166286e-12	7	0	0	313	5448
3.90.1520.10	-	0.999999999996072	-3.92790356166286e-12	7	0	0	313	5448
3.30.70.340	-	0.999999999996072	-3.92790356166286e-12	7	0	0	313	5448
3.30.450.260	-	0.999999999996072	-3.92790356166286e-12	7	0	0	313	5448
1.10.12.10	-	0.999999999996072	-3.92790356166286e-12	7	0	0	313	5448
3.40.50.1170	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.20.1260.60	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.1390.20	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.60.40.1470	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.20.120.900	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.260.30	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.40.50.10260	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.15.30	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.90.215.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.10.1760	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.442.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.10.200	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.20.1440.230	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.90.1720.30	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.30.30.870	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.20.25.420	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.20.1290.20	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.20.20.380	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.56.70	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
4.10.95.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.3970.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.60.40.3180	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.10.110.40	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.1330.210	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.150.190	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.25.40.340	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.10.350	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.10.2740	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.1360.140	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.50.20.20	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.20.28.40	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.20.5.820	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.418.50	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.40.250.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.70.98.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.10.900	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.40.190.140	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.8.140	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.70.420	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.150.220	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.1030.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.20.960.50	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.40.120	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.20.1270.220	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.10.25.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.20.1440.200	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.90.80.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.110.110	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.90.170.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.1650.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.160.380	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.10.570	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
4.10.680.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.40.40.50	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.3200.20	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.170.260.30	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.572.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.60.40.1150	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.70.220.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.287.20	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.20.5.710	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.920.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.40.1790.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.56.30	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.30.140.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.10.41	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.25.40.240	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.2320.30	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.20.20.20	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.20.930.20	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.160.20.60	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.20.1280.20	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.55.10.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.40.630.60	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.60.20	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.90.320.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.20.5.520	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.20.58.150	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.418.60	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.130.10.110	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.10.390	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.40.50.40	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.70.3250	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.40.50.10300	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.40.50.12350	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.15.10.20	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.30.250.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.150.410	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.1740.20	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.10.660.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.20.28.120	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.90.940.20	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.200.60	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.60.40.690	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.60.120.780	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.1410.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.1360.30	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.70.1010	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.1670.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.40.1060.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.520.20	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.170.11.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.10.10.1210	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.90.940.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.40.440.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.2180.30	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.40.50.740	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
1.20.5.270	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
2.60.120.1030	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.30.1250.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.90.570.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
3.90.260.10	-	0.99999999999609	-3.91010140932124e-12	1	0	0	313	5448
